ticker,sector,mom_12_1,mom_6_1,mom_12_1_winsor,mom_12_1_sector_z,mom_6_1_winsor,mom_6_1_sector_z,momentum_score,momentum_missing_count,roe,gross_margin,debt_to_equity,accruals,neg_debt_to_equity,neg_accruals,roe_winsor,roe_sector_z,gross_margin_winsor,gross_margin_sector_z,neg_debt_to_equity_winsor,neg_debt_to_equity_sector_z,neg_accruals_winsor,neg_accruals_sector_z,quality_missing_count,quality_score,earnings_yield,fcf_yield,book_to_market,sales_to_price,earnings_yield_winsor,earnings_yield_sector_z,fcf_yield_winsor,fcf_yield_sector_z,book_to_market_winsor,book_to_market_sector_z,sales_to_price_winsor,sales_to_price_sector_z,value_missing_count,value_score,vol_63,vol_126,beta_252,neg_vol_63,neg_vol_126,neg_beta_252,neg_vol_63_winsor,neg_vol_63_sector_z,neg_vol_126_winsor,neg_vol_126_sector_z,neg_beta_252_winsor,neg_beta_252_sector_z,low_vol_missing_count,low_vol_score,missing_count,composite_score,ticker,signal_date
HD,Unknown,0.19221760483566297,0.07259873563999708,0.19480473771756826,-1.0,0.0744493347168575,-1.0,-1.0,0,48.66298342541437,0.3362673063483369,116.5524861878453,-0.11769172361427487,-116.5524861878453,0.11769172361427487,48.177649940003114,1.0,0.3362673063483369,0.0,-115.39726117881196,-1.0,0.11608094749110234,1.0,0,0.25,0.054071546991435536,0.057975572384946036,0.001111143279456157,0.4875187180462485,0.0542214490563174,-1.0,0.057975572384946036,0.0,0.00642743687799547,-1.0000000000000002,0.484905659235361,1.0,0,-0.25,0.21147229527027017,0.19651056923806534,,-0.21147229527027017,-0.19651056923806534,,-0.2115793403754002,0.9999999999999973,-0.19632947595389372,-1.0,,,1,-1.3322676295501878e-15,1,-0.30000000000000027,HD,2024-05-31
JPM,Unknown,0.45093089302619105,0.25765864332603927,0.4483437601442858,1.0000000000000002,0.25580804424917886,1.0,1.0,0,0.12963488428874034,,1.0299852845104625,0.043385888702976924,-1.0299852845104625,-0.043385888702976924,0.6149683696999966,-0.9999999999999999,,,-2.185210293543812,1.0000000000000002,-0.04177511257980441,-1.0,1,-0.3333333333333332,0.06906175347962198,,0.5327405031333874,0.22621283695749428,0.06891185141474011,1.0,,,0.527424209534848,1.0,0.22882589576838183,-1.0000000000000002,1,0.33333333333333326,0.22217680578327056,0.17840124082090433,,-0.22217680578327056,-0.17840124082090433,,-0.22206976067814055,-1.0000000000000027,-0.17858233410507596,1.0,,,1,-1.3322676295501878e-15,3,0.2999999999999997,JPM,2024-05-31
COST,Unknown,0.5586528882030044,0.21331792399750604,0.5568030690050754,0.9199656327056173,0.21269427138525246,0.8312057796606036,0.8933376767921131,0,0.2334874644720655,0.0,0.2756119289017096,-0.22676474113135187,-0.2756119289017096,0.22676474113135187,0.2334874644720655,-0.7048335167002504,0.0033626730634833692,-1.0,-0.29069939601388467,0.7139991130140038,0.22458328078101034,1.13914221249451,0,0.03707695220206586,0.014759349763960936,0.03225507539908524,0.06321260028812702,1.0466293622134397,0.015515971747791549,-1.3492895696420528,0.03249817652723196,-1.0000000000000002,0.06321260028812702,-0.5727514644277526,1.0351800724455014,1.3517873383993793,0,-0.3925634239176066,0.1499550803567915,0.1820045062175341,,-0.1499550803567915,-0.1820045062175341,,-0.15136278659374033,1.410613639519414,-0.18209285448882767,0.9492190271214208,,,1,1.1799163333204175,1,0.41511295177283225,COST,2024-06-28
HD,Unknown,0.0835865730552936,-0.059312268785250644,0.09123808016031876,-1.3901695857601224,-0.054483317541849104,-1.4064725653649333,-1.3950604796415655,0,48.66298342541437,0.3362673063483369,116.5524861878453,-0.11769172361427487,-116.5524861878453,0.11769172361427487,47.69439350619552,1.4142111288861385,0.33290463328485354,1.0,-114.2420361697786,-1.41419109542576,0.11769172361427487,0.1562155461409202,0,0.2890588949003247,0.0525904489554916,0.0565651882137579,0.0010807074546939123,0.4741648738165177,0.0525904489554916,0.3078161559745664,0.05632208708561118,0.9999999999999997,0.0023233453113625743,-0.8334308671580414,0.4741648738165177,-0.31602807789184933,0,0.03958930273116883,0.22034039220423302,0.20196774628978464,,-0.22034039220423302,-0.20196774628978464,,-0.22034039220423302,-0.6179748668367122,-0.2016568297596332,-1.3824847411735117,,,1,-1.0002298040051119,1,-0.5364020552856186,HD,2024-06-28
JPM,Unknown,0.46616192830655123,0.18213529338482637,0.46616192830655123,0.47020395305450535,0.18213529338482637,0.5752667857043299,0.5017228028494527,0,0.12963488428874034,,1.0299852845104625,0.043385888702976924,-1.0299852845104625,-0.043385888702976924,0.13171193589240685,-0.7093776121858878,,,-1.0299852845104625,0.700191982411756,-0.04016433645663189,-1.2953577586354306,1,-0.43484779613652086,0.06933956765040128,,0.534883554151665,0.22712282155175342,0.06900458527650309,1.0414734136674855,,,0.5254501350743942,1.406182331585794,0.23206366259704872,-1.0357592605075299,1,0.4706321615819166,0.22640065205631363,0.18642191978221176,,-0.22640065205631363,-0.18642191978221176,,-0.226279446859272,-0.7926387726827026,-0.18642191978221176,0.43326571405209435,,,1,-0.1796865293153041,3,0.12352562635312392,JPM,2024-06-28
BAC,Unknown,0.28667113194909577,0.1649484536082475,0.28667113194909577,0.20025133919465185,0.1649484536082475,0.5471524515172799,0.30432167289144024,0,0.10191794315407786,,1.7665705434767092,0.054181403512176735,-1.7665705434767092,-0.054181403512176735,0.10302662079946436,-0.5060331881353265,,,-1.7665705434767092,0.4855424437473688,-0.05374958291980874,-1.0379197893159156,1,-0.3528035112346244,0.09221795680692846,,0.9048255287836302,0.31219186862298615,0.0911521301006702,1.5448680063994944,,,0.8888654224098909,1.7044149948111227,0.31219186862298615,-0.3875093800544292,1,0.9539245403853959,0.21466309576764686,0.21517523603944225,,-0.21466309576764686,-0.21517523603944225,,-0.21466309576764686,-0.6256342875362645,-0.21504794446472772,-0.7503712776635398,,,1,-0.6880027825999022,3,0.10397620263514448,BAC,2024-07-31
COST,Unknown,0.5525236212433404,0.21004658699615164,0.5434670325893395,1.5600003341232618,0.20854587212072145,1.0285687744709506,1.4005708662275682,0,0.2334874644720655,0.0,0.2756119289017096,-0.22676474113135187,-0.2756119289017096,0.22676474113135187,0.2334874644720655,-0.4990218131517676,0.0067253461269667384,-1.274969426695142,-0.30578686312605974,0.5184902459623015,0.22240182043066878,1.6153386450778606,0,0.08995941279831315,0.01522877445459835,0.033262840035646064,0.06522309233616405,1.0799176623368476,0.016168413005858726,-1.4260354455125122,0.03334322444281083,-0.9265364370504434,0.06522309233616405,-0.7302919291560737,1.0544614198843743,1.9099986353304652,0,-0.29321629409714095,0.18555836376300058,0.1989481421221637,,-0.18555836376300058,-0.1989481421221637,,-0.18555836376300058,0.14380487268925624,-0.1989481421221637,-0.2695014117826009,,,1,-0.06284826954667233,1,0.35678738563422907,COST,2024-07-31
HD,Unknown,0.03283735248845554,-0.04695960940967603,0.033696628671027004,-1.1392631379340818,-0.042156309748823145,-1.7397630825532575,-1.3194131213198346,0,48.66298342541437,0.3362673063483369,116.5524861878453,-0.11769172361427487,-116.5524861878453,0.11769172361427487,46.73228662822212,1.9999695166944038,0.3362673063483369,0.10754158362090348,-111.96104956207056,-1.9998809277751495,0.11769172361427487,0.6092856459855943,0,0.17922895463143804,0.04919064127871243,0.05329384373097952,0.0010108431052959753,0.4435116010250123,0.04919064127871243,-0.11767336682815485,0.052973608064237614,1.3885507013991827,0.003579333074530698,-0.9125123930803006,0.4435116010250123,0.018957700885563252,0,0.09433066059407261,0.22752697777977032,0.21199294667157909,,-0.22752697777977032,-0.21199294667157909,,-0.22701242249928538,-0.9521123182642441,-0.21199294667157909,-0.6591244196090087,,,1,-0.8056183689366264,1,-0.488557706376898,HD,2024-07-31
JPM,Unknown,0.32610890489331634,0.1725287151103969,0.32610890489331634,0.409076604665898,0.1725287151103969,0.6308560684722132,0.4756104438077925,0,0.12963488428874034,,1.0299852845104625,0.043385888702976924,-1.0299852845104625,-0.043385888702976924,0.12963488428874034,-0.5046031765875487,,,-1.0299852845104625,0.5021560366792321,-0.043385888702976924,-0.9383455747413529,1,-0.3135975715498898,0.06557228915047214,,0.5058228694401475,0.21478304281547497,0.06557228915047214,0.5313781352290233,,,0.5058228694401475,0.5721318157690426,0.21478304281547497,-0.6890138101926099,1,0.13816538026848535,0.20744574375608635,0.19940265724527817,,-0.20744574375608635,-0.19940265724527817,,-0.20744574375608635,-0.43482980701603285,-0.19940265724527817,-0.2830768968502089,,,1,-0.3589533519331209,3,0.027034414935362447,JPM,2024-07-31
KO,Unknown,0.05431925705274221,0.07312288211164608,0.05431925705274221,-1.0300651400497303,0.07312288211164608,-0.4668142119071862,-0.861089861606967,0,0.3955634956081584,0.5940627921293236,1.40524043471788,-0.028427990636934828,-1.40524043471788,0.028427990636934828,0.3955634956081584,-0.490311338819761,0.5889068824137038,1.1674278430742386,-1.40524043471788,0.49369220138624687,0.028427990636934828,-0.24835892700618645,0,0.23061244465863448,0.03871973823610772,0.03728206039388426,0.09788501382458997,0.1597863190908401,0.03871973823610772,-0.5325373292878498,0.03728206039388426,-0.4620142643487402,0.09788501382458997,-0.6337424883437914,0.16198618803982548,-0.852433145968989,0,-0.6201818069873426,0.11759125542407212,0.12112059959955791,,-0.11759125542407212,-0.12112059959955791,,-0.12030993975762926,1.8687715401272849,-0.12423370130046214,1.962074005905362,,,1,1.9154227730163234,1,0.027365255538997546,KO,2024-07-31
